stamp_ns,x,y,z,qx,qy,qz,qw
1790244990062057256,0.6983844621902245,3.8226682456967036,0.029178693335110743,-0.0034246179888486566,-0.009608540443552197,0.982736625935295,0.1847286441973015
1790244990162062168,0.6595769751379338,3.836450216445548,0.05874505149349514,-0.0036141055888584722,-0.009489340675038583,0.9845590431648837,0.1747580646953888
1790244990262067317,0.621844469098745,3.8523208211847124,0.08929431914609838,-0.003566038356410516,-0.009764164412594634,0.9862027043063163,0.1652155273639653
1790244990362067222,0.5852834392955921,3.861055597347296,0.10740504072871865,-0.0036283085539357304,-0.009636970163766665,0.9878269990867748,0.1552152829388686
1790244990462072134,0.5450613223722153,3.873687282590736,0.10507259099103826,-0.0037489750876946106,-0.009640332352859618,0.9893690582375196,0.1450581806710455
1790244990562067270,0.5081679730827988,3.8833255301514296,0.08732375007677763,-0.00393345309669518,-0.009470384455361712,0.9907371177192881,0.13540606831951676
1790244990662062168,0.4709279531344679,3.892526376449525,0.057480228855503177,-0.003989179223579109,-0.00940338644609235,0.9920382785899069,0.12552177733089673
1790244990762072324,0.4330779053800196,3.9023989556070653,0.0283738639844638,-0.004235443719875227,-0.009474887161803155,0.993244072433479,0.11557897778136467
1790244990862072229,0.3937504799550672,3.9143364319549456,0.008247327878524306,-0.004114484230866113,-0.009422950431704753,0.9943644100998237,0.10551634447307172
1790244990962062120,0.356679480139426,3.9206571364257203,0.008472044189584105,-0.004354702754316422,-0.009329600673257799,0.9953771947429388,0.09548945125158423
1790244991062067270,0.31474621242306855,3.923805079405368,0.025394894381534274,-0.004403567716298208,-0.009122346299407879,0.9962874541137959,0.08549093615266593
1790244991162072181,0.2728955353159041,3.9309131455096997,0.05657678450956233,-0.00448084788594133,-0.00910200074595115,0.997093145958851,0.07551379917583591
1790244991262072324,0.23681356851812085,3.9362134304592837,0.08686894966296974,-0.004620925328398046,-0.009187614351457447,0.9977866955794448,0.06569585158692524
1790244991362057209,0.19827356543507607,3.9406107589591217,0.10371962575331066,-0.004727779283252004,-0.009189049415137637,0.9983943823620629,0.05569440493626646
1790244991462072134,0.15950496279561677,3.9508720229243313,0.10511884989246671,-0.0046755268100647325,-0.009246951192608344,0.9988937121922397,0.04586921718243195
1790244991562067270,0.11772083946395834,3.948749924458555,0.08589922175021934,-0.004902062651728075,-0.00911555568850007,0.9993032230062997,0.035860074106147895
1790244991662072181,0.08105371207278202,3.9480429930200467,0.053686644980086226,-0.0049736939417626925,-0.008962540539072597,0.9996171495757784,0.025699990449018672
1790244991762072324,0.0415677971440712,3.9517195894314994,0.022002068548883345,-0.005128885976953914,-0.008885226918115992,0.9998229633903534,0.015773051321835138
1790244991862062215,0.0032350013610811584,3.952643388714096,0.007153391014236882,-0.0050702652208081,-0.008928702104908695,0.9999313889577369,0.0056380906148139195
1790244991962067127,-0.03922575924512097,3.954404343108898,0.004935256157219788,-0.0051827073683667025,-0.008773655383935005,0.999937944656604,-0.004502149583919449
1790244992062062263,-0.07815015391145115,3.95278020069188,0.022359951841462035,-0.005287835656657854,-0.008873192688897887,0.9998436522751232,-0.014351872704471337
1790244992162067174,-0.1216912506972417,3.953087677640829,0.05214657629334513,-0.005406909496413946,-0.008627335971396435,0.9996477559174541,-0.024509151195804196
1790244992262067317,-0.1550569754374761,3.9456966150432446,0.08302393594028377,-0.005574108744504909,-0.008762988429736572,0.9993574052585915,-0.034306207888694616
1790244992362062215,-0.19436095305756448,3.938442767178646,0.10110438331584129,-0.0055479482361181385,-0.008745995134041023,0.9989732629656543,-0.04410382884326703
1790244992462062120,-0.23553789828033297,3.9363238487853858,0.0986242543097472,-0.005687540254840363,-0.008504366996520187,0.9984815533373327,-0.05412869176597091
1790244992562067270,-0.2776008308923975,3.9370361257927606,0.08191442991775748,-0.005787666976657162,-0.00850622924239274,0.9978711660087806,-0.06439940234742218
1790244992662072181,-0.3147405755014264,3.930585783545095,0.049352606868723656,-0.005840327306480242,-0.00841046329056556,0.9971814563780155,-0.07432561967042088
1790244992762057304,-0.3512355272561592,3.9219059194595434,0.0189445520789112,-0.005954945833383182,-0.008320883582333348,0.9963898675786025,-0.08427652877641749
1790244992862057209,-0.386476543071718,3.9112836943618743,0.001903683747881992,-0.006006509264330841,-0.008465740485503439,0.995507925533771,-0.09410750917598898
1790244992962067127,-0.4295074437109342,3.9049102104255455,-0.0005629327707264869,-0.006022480427682232,-0.008206063757498884,0.9945111340939348,-0.10413450153369036
1790244993062072277,-0.467934118415538,3.9020373265170463,0.018402126117084933,-0.00611572861119514,-0.008216325045926082,0.9934199933818901,-0.11406930619049983
1790244993162072181,-0.5089535637583353,3.889921841678025,0.04780855542996889,-0.006428378005230056,-0.008072524062105638,0.9922542474719437,-0.12379425949829387
1790244993262072324,-0.5463686380089572,3.8798798774003327,0.07759457712368983,-0.006295500485373778,-0.008154622628326585,0.9909296487105093,-0.13398619372624554
1790244993362057209,-0.5848824996453864,3.8639251617499397,0.09489234699156293,-0.0063536392463846335,-0.007994115746147763,0.9895406258916302,-0.14389258177930148
1790244993462062120,-0.621534040658286,3.8532919947237554,0.09350287945002296,-0.006702444172736842,-0.007711549713450128,0.9880757539387972,-0.15362914346161888
1790244993562057256,-0.6601390718509957,3.8418267650045834,0.07492137166034121,-0.0066457155566053095,-0.00795485024734796,0.9864878181953199,-0.16350638939766798
1790244993662072181,-0.696517092735322,3.828783495602374,0.04488313662886444,-0.006482110106447967,-0.00790487712531698,0.9847914363986868,-0.1734396781631877
1790244993762062311,-0.7334536219911886,3.8179851063877885,0.013755578497976689,-0.006620773520114077,-0.00794901432700528,0.9829967963345936,-0.1833310582647755
1790244993862057209,-0.7715100425260456,3.8047822150812403,-0.006728926852350613,-0.006742270855582606,-0.00763291830537045,0.9811246663135237,-0.19310792187883274
1790244993962057113,-0.8037792705389978,3.7857995059271605,-0.008033699395270762,-0.0068523411241548675,-0.007537078861373212,0.9791478702738851,-0.20289328722458327
1790244994062057256,-0.8411059247465887,3.7674690538924924,0.011443744772688955,-0.006783863069063415,-0.007523197997854483,0.9770664204182892,-0.21269365478091115
1790244994162072181,-0.8742030727487304,3.7517069492448822,0.03981216123915166,-0.007130191180111559,-0.007399273562182258,0.9749248811356879,-0.22229684493121846
1790244994262072324,-0.9138746306958183,3.7370606200005723,0.07113886485827534,-0.007116063950388382,-0.0073080785052419385,0.972626819439155,-0.23214871037636095
1790244994362072229,-0.9482422023838444,3.715578464995719,0.08729605229755917,-0.007211705149510683,-0.007312913583442941,0.9702568272823086,-0.24185988033393097
1790244994462057113,-0.9825481396518346,3.6953043176362574,0.08648620027784257,-0.0071927047174244465,-0.007254556313904297,0.9677379258157085,-0.2517517494452847
1790244994562062263,-1.0158217855729814,3.676872759079884,0.06927280935778266,-0.00728919593777522,-0.007231897580425849,0.965236457544039,-0.2611764696658398
1790244994662072181,-1.05251838507103,3.6549344440004186,0.03716289248945066,-0.007349125409131434,-0.007140025158724683,0.9625037448762833,-0.27107480793111394
1790244994762057304,-1.0829198359270629,3.6356261716039757,0.005987271616524268,-0.007186525003804004,-0.006971808110377363,0.9597642581063139,-0.2806284315798763
1790244994862067222,-1.117180897636996,3.6175567326992577,-0.011721393425783336,-0.007365929298010424,-0.0070567688574548915,0.9569173742586979,-0.2901811226458561
1790244994962057113,-1.1497066125665591,3.5902663250062545,-0.013464595259985366,-0.007744159281280573,-0.006896840218768841,0.954070691713804,-0.29940203206402305
1790244995062057256,-1.1806486668650449,3.568956722781127,0.0038507592473787703,-0.007674140834983963,-0.006687519663031076,0.9509615196923586,-0.30914167093242956
