stamp_ns,header_stamp_ns,x,y,z,qx,qy,qz,qw
1790245352380839770,1790244978662067174,0.9308013489722458,0.2350453793069342,-0.0028221663193715896,0.007290858796431928,-0.007244371637874078,0.24245341394463063,0.9701086044995524
1790245352479596281,1790244978762057304,0.9650400668264381,0.25662918472537627,-0.03256077693183455,0.007196120335899038,-0.007233093496782558,0.25233565968807076,0.9675859719220054
1790245352580780586,1790244978862062215,1.000498423621009,0.27756285091686544,-0.04884450195890033,0.00707385224910204,-0.007284371102953006,0.26202774727421946,0.965006921327652
1790245352678623091,1790244978962062120,1.034443690635745,0.2979097320390883,-0.048528019712749955,0.0072102685625951,-0.007437640186375949,0.27103581407245125,0.9625135225157507
1790245352778198318,1790244979062062263,1.063878434754631,0.3194852941639424,-0.028218494884442436,0.007019539072942562,-0.00744761014429247,0.28103956607778446,0.9596416109532935
1790245352884482027,1790244979162062168,1.0977661847346358,0.34193567190482804,0.0012925888652665827,0.007024788737034611,-0.007625696349003891,0.29082319521835015,0.9567206333205417
1790245352980716974,1790244979262067317,1.1276490841318167,0.36770059093092927,0.030248054459141284,0.006894134793291601,-0.00744831400828158,0.30011726188133003,0.9538483226617377
1790245353078490053,1790244979362072229,1.1625376299273016,0.3820508179196893,0.04948113548812164,0.0066657744536762755,-0.0075733060625581255,0.3098785137343808,0.950722630009328
1790245353178683652,1790244979462072134,1.195649795250409,0.40711326430396394,0.05094146960866091,0.006823063819674466,-0.00771892922880662,0.31911505509640486,0.9476599841411211
1790245353279703565,1790244979562057256,1.22660945423952,0.43093008404683986,0.033489792177833044,0.006604295553914358,-0.007748011257190299,0.3290204891467895,0.9442679012458566
1790245353382297350,1790244979662067174,1.2589958264037613,0.4585006752643958,0.004039531904721677,0.006568727719390161,-0.007870140843485623,0.33821777962182975,0.941012032997866
1790245353482946535,1790244979762072324,1.2873352666853741,0.48842812859306073,-0.025224196493963486,0.006480080488286599,-0.007848847604454475,0.3479158014075156,0.9374705324856644
1790245353578077581,1790244979862072229,1.316539434854214,0.513339947756376,-0.04332376658724161,0.006253717550414786,-0.0078084876531784465,0.35706890907984984,0.934024471149302
1790245353679852953,1790244979962057113,1.3458741813466095,0.539655865419703,-0.041256145060237066,0.006242788163985798,-0.00789016703503128,0.36629443561174063,0.9304446030257822
1790245353781998897,1790244980062062263,1.3742144328446113,0.5634550552506732,-0.022208667550157865,0.00623639670345529,-0.00812601837623204,0.37557976751610317,0.9267334640628254
1790245353880301162,1790244980162072181,1.4018752476860712,0.5917936800979962,0.009718474836600474,0.006089530643558964,-0.008053424274563424,0.38486686086520105,0.9229168756619354
1790245353983236434,1790244980262072324,1.430936487692987,0.6243892625797887,0.03870493569686998,0.006109919558049576,-0.008296272984948469,0.39397183071317454,0.9190647623219406
1790245354078551990,1790244980362072229,1.4564157876018975,0.6517608183797411,0.05763856712599951,0.005962342242623525,-0.008293533884704224,0.4031420583843828,0.9150804055011261
1790245354178673021,1790244980462062120,1.4812185761783245,0.6787213990463206,0.05962869610092327,0.005859665489713057,-0.008370402266345197,0.41257717995753157,0.9108653420041586
